Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change
Project Manager 3,856,4,7327,9114,1787,24.39%
Project Manager 3,856,5,7678,9550,1872,24.38%
Project Manager 3,856,6,8057,10022,1965,24.39%
Project Manager 3,856,7,8450,10511,2061,24.39%
Project Manager 3,856,8,8870,11033,2163,24.39%
Project Manager 3,856,9,9293,11040,1747,18.80%
Project Manager 3,856,10,9751,11065,1314,13.48%
Psychiatric Social Worker,6730,1,5503,6845,1342,24.39%
Psychiatric Social Worker,6730,2,5771,7178,1407,24.38%
Psychiatric Social Worker,6730,3,6051,7527,1476,24.39%
Psychiatric Social Worker,6730,4,6350,7898,1548,24.38%
Psychiatric Social Worker,6730,5,6664,8289,1625,24.38%
Psychiatric Social Worker,6730,6,6982,8685,1703,24.39%
Psychiatric Social Worker,6730,7,7327,9114,1787,24.39%
Psychiatric Social Worker,6730,8,7678,9550,1872,24.38%
Psychiatric Social Worker,6730,9,8057,9572,1515,18.80%
Psychiatric Social Worker,6730,10,8450,9588,1138,13.47%
Public Affairs Specialist 1,864,1,4555,5666,1111,24.39%
Public Affairs Specialist 1,864,1,4555,5666,1111,24.39%
Public Affairs Specialist 1,864,2,4776,5941,1165,24.39%
Public Affairs Specialist 1,864,2,4776,5941,1165,24.39%
Public Affairs Specialist 1,864,3,5019,6243,1224,24.39%
Public Affairs Specialist 1,864,3,5019,6243,1224,24.39%
Public Affairs Specialist 1,864,4,5256,6538,1282,24.39%
Public Affairs Specialist 1,864,4,5256,6538,1282,24.39%
Public Affairs Specialist 1,864,5,5503,6845,1342,24.39%
Public Affairs Specialist 1,864,5,5503,6845,1342,24.39%
Public Affairs Specialist 1,864,6,5771,7178,1407,24.38%
Public Affairs Specialist 1,864,6,5771,7178,1407,24.38%
Public Affairs Specialist 1,864,7,6051,7527,1476,24.39%
Public Affairs Specialist 1,864,7,6051,7527,1476,24.39%
Public Affairs Specialist 1,864,8,6350,7898,1548,24.38%
Public Affairs Specialist 1,864,8,6350,7898,1548,24.38%
Public Affairs Specialist 1,864,9,6664,7917,1253,18.80%
Public Affairs Specialist 1,864,9,6664,7917,1253,18.80%
Public Affairs Specialist 1,864,10,6982,7922,940,13.46%
Public Affairs Specialist 1,864,10,6982,7922,940,13.46%
Public Affairs Specialist 2,865,1,5503,6845,1342,24.39%
Public Affairs Specialist 2,865,2,5771,7178,1407,24.38%
Public Affairs Specialist 2,865,3,6051,7527,1476,24.39%
Public Affairs Specialist 2,865,4,6350,7898,1548,24.38%
Public Affairs Specialist 2,865,5,6664,8289,1625,24.38%
Public Affairs Specialist 2,865,6,6982,8685,1703,24.39%
Public Affairs Specialist 2,865,7,7327,9114,1787,24.39%
Public Affairs Specialist 2,865,8,7678,9550,1872,24.38%
Public Affairs Specialist 2,865,9,8057,9572,1515,18.80%
Public Affairs Specialist 2,865,10,8450,9588,1138,13.47%
Public Affairs Specialist 3,866,1,6051,7527,1476,24.39%
Public Affairs Specialist 3,866,2,6350,7898,1548,24.38%
Public Affairs Specialist 3,866,3,6664,8289,1625,24.38%
Public Affairs Specialist 3,866,4,6982,8685,1703,24.39%
Public Affairs Specialist 3,866,5,7327,9114,1787,24.39%
Public Affairs Specialist 3,866,6,7678,9550,1872,24.38%
Public Affairs Specialist 3,866,7,8057,10022,1965,24.39%
Public Affairs Specialist 3,866,8,8450,10511,2061,24.39%
Public Affairs Specialist 3,866,9,8870,10538,1668,18.80%
Public Affairs Specialist 3,866,10,9293,10545,1252,13.47%
Public Health Educator 1,3337,1,4356,5418,1062,24.38%
Public Health Educator 1,3337,2,4555,5666,1111,24.39%
Public Health Educator 1,3337,3,4776,5941,1165,24.39%
Public Health Educator 1,3337,4,5019,6243,1224,24.39%
Public Health Educator 1,3337,5,5256,6538,1282,24.39%
Public Health Educator 1,3337,6,5503,6845,1342,24.39%
Public Health Educator 1,3337,7,5771,7178,1407,24.38%
Public Health Educator 1,3337,8,6051,7527,1476,24.39%
Public Health Educator 1,3337,9,6350,7544,1194,18.80%
Public Health Educator 1,3337,10,6664,7562,898,13.48%
Public Health Educator 2,3338,1,4776,5941,1165,24.39%
Public Health Educator 2,3338,2,5019,6243,1224,24.39%
Public Health Educator 2,3338,3,5256,6538,1282,24.39%
Public Health Educator 2,3338,4,5503,6845,1342,24.39%
Public Health Educator 2,3338,5,5771,7178,1407,24.38%
Public Health Educator 2,3338,6,6051,7527,1476,24.39%
Public Health Educator 2,3338,7,6350,7898,1548,24.38%
Public Health Educator 2,3338,8,6664,8289,1625,24.38%
Public Health Educator 2,3338,9,6982,8295,1313,18.81%
Public Health Educator 2,3338,10,7327,8314,987,13.47%
Public Health Nurse 2,6339,1,6756,8404,1648,24.39%
Public Health Nurse 2,6339,2,7074,8799,1725,24.39%
Public Health Nurse 2,6339,3,7410,9217,1807,24.39%
Public Health Nurse 2,6339,4,7764,9657,1893,24.38%
Public Health Nurse 2,6339,5,8130,10113,1983,24.39%
Public Health Nurse 2,6339,6,8519,10597,2078,24.39%
Public Health Nurse 2,6339,7,8964,11150,2186,24.39%
Public Health Nurse 2,6339,8,9345,11624,2279,24.39%
Public Health Nurse 2,6339,9,9789,11630,1841,18.81%
Public Health Nurse 2,6339,10,10254,11635,1381,13.47%
Public Health Toxicologist 1,3433,1,5503,6845,1342,24.39%
Public Health Toxicologist 1,3433,2,5771,7178,1407,24.38%
Public Health Toxicologist 1,3433,3,6051,7527,1476,24.39%
Public Health Toxicologist 1,3433,4,6350,7898,1548,24.38%
Public Health Toxicologist 1,3433,5,6664,8289,1625,24.38%
Public Health Toxicologist 1,3433,6,6982,8685,1703,24.39%
Public Health Toxicologist 1,3433,7,7327,9114,1787,24.39%
Public Health Toxicologist 1,3433,8,7678,9550,1872,24.38%
Public Health Toxicologist 1,3433,9,8057,9572,1515,18.80%
Public Health Toxicologist 1,3433,10,8450,9588,1138,13.47%
Public Service Representative 2,333,1,0,0,0,
Public Service Representative 2,333,2,0,0,0,
Public Service Representative 2,333,3,3005,3738,733,24.39%
Public Service Representative 2,333,4,3095,3849,754,24.36%
Public Service Representative 2,333,5,3218,4002,784,24.36%
Public Service Representative 2,333,6,3335,4148,813,24.38%
Public Service Representative 2,333,7,3483,4332,849,24.38%
Public Service Representative 2,333,8,3629,4514,885,24.39%
Public Service Representative 2,333,9,3790,4502,712,18.79%
Public Service Representative 2,333,10,3964,4498,534,13.47%
Public Service Representative 3,333,1,3005,3738,733,24.39%
Public Service Representative 3,333,2,3095,3849,754,24.36%
Public Service Representative 3,333,3,3218,4002,784,24.36%
Public Service Representative 3,333,4,3335,4148,813,24.38%
Public Service Representative 3,333,5,3483,4332,849,24.38%
Public Service Representative 3,333,6,3629,4514,885,24.39%
Public Service Representative 3,333,7,3790,4714,924,24.38%
Public Service Representative 3,333,8,3964,4930,966,24.37%
Public Service Representative 3,333,9,4155,4936,781,18.80%
Public Service Representative 3,333,10,4356,4943,587,13.48%
Public Service Representative 4,334,1,3629,4514,885,24.39%
Public Service Representative 4,334,2,3790,4714,924,24.38%
Public Service Representative 4,334,3,3964,4930,966,24.37%
Public Service Representative 4,334,4,4155,5168,1013,24.38%
Public Service Representative 4,334,5,4356,5418,1062,24.38%
Public Service Representative 4,334,6,4555,5666,1111,24.39%
Public Service Representative 4,334,7,4776,5941,1165,24.39%
Public Service Representative 4,334,8,5019,6243,1224,24.39%
Public Service Representative 4,334,9,5256,6244,988,18.80%
Public Service Representative 4,334,10,5503,6244,741,13.47%
Radiologic Technologist,6348,1,4555,5666,1111,24.39%
Radiologic Technologist,6348,2,4776,5941,1165,24.39%
Radiologic Technologist,6348,3,5019,6243,1224,24.39%
Radiologic Technologist,6348,4,5256,6538,1282,24.39%
Radiologic Technologist,6348,5,5503,6845,1342,24.39%
Radiologic Technologist,6348,6,5771,7178,1407,24.38%
Radiologic Technologist,6348,7,6051,7527,1476,24.39%
Radiologic Technologist,6348,8,6350,7898,1548,24.38%
Radiologic Technologist,6348,9,6664,7917,1253,18.80%
Radiologic Technologist,6348,10,6982,7922,940,13.46%
Rehabilitation Instructor For The Blind,3333,1,4155,5168,1013,24.38%
Rehabilitation Instructor For The Blind,3333,2,4356,5418,1062,24.38%
Rehabilitation Instructor For The Blind,3333,3,4555,5666,1111,24.39%
Rehabilitation Instructor For The Blind,3333,4,4776,5941,1165,24.39%
Rehabilitation Instructor For The Blind,3333,5,5019,6243,1224,24.39%
Rehabilitation Instructor For The Blind,3333,6,5256,6538,1282,24.39%
Rehabilitation Instructor For The Blind,3333,7,5503,6845,1342,24.39%
Rehabilitation Instructor For The Blind,3333,8,5771,7178,1407,24.38%
Rehabilitation Instructor For The Blind,3333,9,6051,7189,1138,18.81%
Rehabilitation Instructor For The Blind,3333,10,6350,7205,855,13.46%
Rehabilitation Instructor For The Blind (Entry),3333,1,3790,4714,924,24.38%
Rehabilitation Instructor For The Blind (Entry),3333,2,3964,4930,966,24.37%
Rehabilitation Instructor For The Blind (Entry),3333,3,4155,5168,1013,24.38%
Rehabilitation Instructor For The Blind (Entry),3333,4,4356,5418,1062,24.38%
Rehabilitation Instructor For The Blind (Entry),3333,5,4555,5666,1111,24.39%
Rehabilitation Instructor For The Blind (Entry),3333,6,4776,5941,1165,24.39%
Rehabilitation Instructor For The Blind (Entry),3333,7,5019,6243,1224,24.39%
Rehabilitation Instructor For The Blind (Entry),3333,8,5256,6538,1282,24.39%
Rehabilitation Instructor For The Blind (Entry),3333,9,5503,6538,1035,18.81%
Rehabilitation Instructor For The Blind (Entry),3333,10,5771,6548,777,13.46%
Rehabilitation Therapist,6531,1,4356,5418,1062,24.38%
Rehabilitation Therapist,6531,2,4555,5666,1111,24.39%
Rehabilitation Therapist,6531,3,4776,5941,1165,24.39%
Rehabilitation Therapist,6531,4,5019,6243,1224,24.39%
Rehabilitation Therapist,6531,5,5256,6538,1282,24.39%
Rehabilitation Therapist,6531,6,5503,6845,1342,24.39%
Rehabilitation Therapist,6531,7,5771,7178,1407,24.38%
Rehabilitation Therapist,6531,8,6051,7527,1476,24.39%
Rehabilitation Therapist,6531,9,6350,7544,1194,18.80%
Rehabilitation Therapist,6531,10,6664,7562,898,13.48%
Research Analyst 1,1115,1,3483,4332,849,24.38%
Research Analyst 1,1115,2,3629,4514,885,24.39%
Research Analyst 1,1115,3,3790,4714,924,24.38%
Research Analyst 1,1115,4,3964,4930,966,24.37%
Research Analyst 1,1115,5,4155,5168,1013,24.38%
Research Analyst 1,1115,6,4356,5418,1062,24.38%
Research Analyst 1,1115,7,4555,5666,1111,24.39%
Research Analyst 1,1115,8,4776,5941,1165,24.39%
Research Analyst 1,1115,9,5019,5963,944,18.81%
Research Analyst 1,1115,10,5256,5964,708,13.47%
Research Analyst 2,1116,1,4155,5168,1013,24.38%
Research Analyst 2,1116,2,4356,5418,1062,24.38%
Research Analyst 2,1116,3,4555,5666,1111,24.39%
Research Analyst 2,1116,4,4776,5941,1165,24.39%
Research Analyst 2,1116,5,5019,6243,1224,24.39%
Research Analyst 2,1116,6,5256,6538,1282,24.39%
Research Analyst 2,1116,7,5503,6845,1342,24.39%
Research Analyst 2,1116,8,5771,7178,1407,24.38%
Research Analyst 2,1116,9,6051,7189,1138,18.81%
Research Analyst 2,1116,10,6350,7205,855,13.46%
Research Analyst 3,1117,1,4776,5941,1165,24.39%
Research Analyst 3,1117,2,5019,6243,1224,24.39%
Research Analyst 3,1117,3,5256,6538,1282,24.39%
Research Analyst 3,1117,4,5503,6845,1342,24.39%
Research Analyst 3,1117,5,5771,7178,1407,24.38%
Research Analyst 3,1117,6,6051,7527,1476,24.39%
Research Analyst 3,1117,7,6350,7898,1548,24.38%
Research Analyst 3,1117,8,6664,8289,1625,24.38%
Research Analyst 3,1117,9,6982,8295,1313,18.81%
Research Analyst 3,1117,10,7327,8314,987,13.47%
Research Analyst 4,1118,1,5771,7178,1407,24.38%
Research Analyst 4,1118,2,6051,7527,1476,24.39%
Research Analyst 4,1118,3,6350,7898,1548,24.38%
Research Analyst 4,1118,4,6664,8289,1625,24.38%
Research Analyst 4,1118,5,6982,8685,1703,24.39%
Research Analyst 4,1118,6,7327,9114,1787,24.39%
Research Analyst 4,1118,7,7678,9550,1872,24.38%
Research Analyst 4,1118,8,8057,10022,1965,24.39%
Research Analyst 4,1118,9,8450,10039,1589,18.80%
Research Analyst 4,1118,10,8870,10065,1195,13.47%
Retirement Counselor 1,841,1,3629,4514,885,24.39%
Retirement Counselor 1,841,2,3790,4714,924,24.38%
Retirement Counselor 1,841,3,3964,4930,966,24.37%
Retirement Counselor 1,841,4,4155,5168,1013,24.38%
Retirement Counselor 1,841,5,4356,5418,1062,24.38%
Retirement Counselor 1,841,6,4555,5666,1111,24.39%
Retirement Counselor 1,841,7,4776,5941,1165,24.39%
Retirement Counselor 1,841,8,5019,6243,1224,24.39%
Retirement Counselor 1,841,9,5256,6244,988,18.80%
Retirement Counselor 1,841,10,5503,6244,741,13.47%
Retirement Counselor 2,843,1,3964,4930,966,24.37%
Retirement Counselor 2,843,2,4155,5168,1013,24.38%
Retirement Counselor 2,843,3,4356,5418,1062,24.38%
Retirement Counselor 2,843,4,4555,5666,1111,24.39%
Retirement Counselor 2,843,5,4776,5941,1165,24.39%
Retirement Counselor 2,843,6,5019,6243,1224,24.39%
Retirement Counselor 2,843,7,5256,6538,1282,24.39%
Retirement Counselor 2,843,8,5503,6845,1342,24.39%
Retirement Counselor 2,843,9,5771,6856,1085,18.80%
Retirement Counselor 2,843,10,6051,6866,815,13.47%
Revenue Agent 1,5110,1,3218,4002,784,24.36%
Revenue Agent 1,5110,1,3218,4002,784,24.36%
Revenue Agent 1,5110,2,3335,4148,813,24.38%
Revenue Agent 1,5110,2,3335,4148,813,24.38%
Revenue Agent 1,5110,3,3483,4332,849,24.38%
Revenue Agent 1,5110,3,3483,4332,849,24.38%
Revenue Agent 1,5110,4,3629,4514,885,24.39%
Revenue Agent 1,5110,4,3629,4514,885,24.39%
Revenue Agent 1,5110,5,3790,4714,924,24.38%
Revenue Agent 1,5110,5,3790,4714,924,24.38%
Revenue Agent 1,5110,6,3964,4930,966,24.37%
Revenue Agent 1,5110,6,3964,4930,966,24.37%
Revenue Agent 1,5110,7,4155,5168,1013,24.38%
Revenue Agent 1,5110,7,4155,5168,1013,24.38%
Revenue Agent 1,5110,8,4356,5418,1062,24.38%
Revenue Agent 1,5110,8,4356,5418,1062,24.38%
Revenue Agent 1,5110,9,4555,5411,856,18.79%
Revenue Agent 1,5110,9,4555,5411,856,18.79%
Revenue Agent 1,5110,10,4776,5419,643,13.46%
Revenue Agent 1,5110,10,4776,5419,643,13.46%
Revenue Agent 2,5111,1,3483,4332,849,24.38%
Revenue Agent 2,5111,2,3629,4514,885,24.39%
Revenue Agent 2,5111,3,3790,4714,924,24.38%
Revenue Agent 2,5111,4,3964,4930,966,24.37%
Revenue Agent 2,5111,5,4155,5168,1013,24.38%
Revenue Agent 2,5111,6,4356,5418,1062,24.38%
Revenue Agent 2,5111,7,4555,5666,1111,24.39%
Revenue Agent 2,5111,8,4776,5941,1165,24.39%
Revenue Agent 2,5111,9,5019,5963,944,18.81%
Revenue Agent 2,5111,10,5256,5964,708,13.47%
Revenue Agent 3,5113,1,3790,4714,924,24.38%
Revenue Agent 3,5113,2,3964,4930,966,24.37%
Revenue Agent 3,5113,3,4155,5168,1013,24.38%
Revenue Agent 3,5113,4,4356,5418,1062,24.38%
Revenue Agent 3,5113,5,4555,5666,1111,24.39%
Revenue Agent 3,5113,6,4776,5941,1165,24.39%
Revenue Agent 3,5113,7,5019,6243,1224,24.39%
Revenue Agent 3,5113,8,5256,6538,1282,24.39%
Revenue Agent 3,5113,9,5503,6538,1035,18.81%
Revenue Agent 3,5113,10,5771,6548,777,13.46%
Safety Specialist 1,1345,1,4155,5168,1013,24.38%
Safety Specialist 1,1345,2,4356,5418,1062,24.38%
Safety Specialist 1,1345,3,4555,5666,1111,24.39%
Safety Specialist 1,1345,4,4776,5941,1165,24.39%
Safety Specialist 1,1345,5,5019,6243,1224,24.39%
Safety Specialist 1,1345,6,5256,6538,1282,24.39%
Safety Specialist 1,1345,7,5503,6845,1342,24.39%
Safety Specialist 1,1345,8,5771,7178,1407,24.38%
Safety Specialist 1,1345,9,6051,7189,1138,18.81%
Safety Specialist 1,1345,10,6350,7205,855,13.46%
Safety Specialist 2,1346,1,5019,6243,1224,24.39%
Safety Specialist 2,1346,2,5256,6538,1282,24.39%
Safety Specialist 2,1346,3,5503,6845,1342,24.39%
Safety Specialist 2,1346,4,5771,7178,1407,24.38%
Safety Specialist 2,1346,5,6051,7527,1476,24.39%
Safety Specialist 2,1346,6,6350,7898,1548,24.38%
Safety Specialist 2,1346,7,6664,8289,1625,24.38%
Safety Specialist 2,1346,8,6982,8685,1703,24.39%
Safety Specialist 2,1346,9,7327,8705,1378,18.81%
Safety Specialist 2,1346,10,7678,8712,1034,13.47%
Scientific Instrument Technician,4339,1,3790,4714,924,24.38%
Scientific Instrument Technician,4339,2,3964,4930,966,24.37%
Scientific Instrument Technician,4339,3,4155,5168,1013,24.38%
Scientific Instrument Technician,4339,4,4356,5418,1062,24.38%
Scientific Instrument Technician,4339,5,4555,5666,1111,24.39%
Scientific Instrument Technician,4339,6,4776,5941,1165,24.39%
Scientific Instrument Technician,4339,7,5019,6243,1224,24.39%
Scientific Instrument Technician,4339,8,5256,6538,1282,24.39%
Scientific Instrument Technician,4339,9,5503,6538,1035,18.81%
Scientific Instrument Technician,4339,10,5771,6548,777,13.46%
Seamster,9301,1,3005,3913,908,30.22%
Seamster,9301,2,3095,3849,754,24.36%
Seamster,9301,3,3218,4002,784,24.36%
Seamster,9301,4,3335,4148,813,24.38%
Seamster,9301,5,3483,4332,849,24.38%
Seamster,9301,6,3629,4514,885,24.39%
Seamster,9301,7,3790,4714,924,24.38%
Seamster,9301,8,3964,4930,966,24.37%
Seamster,9301,9,4155,4936,781,18.80%
Seamster,9301,10,4356,4943,587,13.48%
Securities Examiner,5671,1,5771,7178,1407,24.38%
Securities Examiner,5671,2,6051,7527,1476,24.39%
Securities Examiner,5671,3,6350,7898,1548,24.38%
Securities Examiner,5671,4,6664,8289,1625,24.38%
Securities Examiner,5671,5,6982,8685,1703,24.39%
Securities Examiner,5671,6,7327,9114,1787,24.39%
Securities Examiner,5671,7,7678,9550,1872,24.38%
Securities Examiner,5671,8,8057,10022,1965,24.39%
Securities Examiner,5671,9,8450,10039,1589,18.80%
Securities Examiner,5671,10,8870,10065,1195,13.47%
Shipping Point Inspector 1,5450,1,3005,3738,733,24.39%
Shipping Point Inspector 1,5450,2,3095,3849,754,24.36%
Shipping Point Inspector 1,5450,3,3218,4002,784,24.36%
Shipping Point Inspector 1,5450,4,3335,4148,813,24.38%
Shipping Point Inspector 1,5450,5,3483,4332,849,24.38%
Shipping Point Inspector 1,5450,6,3629,4514,885,24.39%
Shipping Point Inspector 1,5450,7,3790,4714,924,24.38%
Shipping Point Inspector 1,5450,8,3964,4930,966,24.37%
Shipping Point Inspector 1,5450,9,4155,4936,781,18.80%
Shipping Point Inspector 1,5450,10,4356,4943,587,13.48%
Shipping Point Inspector 2,5451,1,3218,4002,784,24.36%
Shipping Point Inspector 2,5451,2,3335,4148,813,24.38%
Shipping Point Inspector 2,5451,3,3483,4332,849,24.38%
Shipping Point Inspector 2,5451,4,3629,4514,885,24.39%
Shipping Point Inspector 2,5451,5,3790,4714,924,24.38%
Shipping Point Inspector 2,5451,6,3964,4930,966,24.37%
Shipping Point Inspector 2,5451,7,4155,5168,1013,24.38%
Shipping Point Inspector 2,5451,8,4356,5418,1062,24.38%
Shipping Point Inspector 2,5451,9,4555,5411,856,18.79%
Shipping Point Inspector 2,5451,10,4776,5419,643,13.46%
Sign Technician 1,4131,1,3483,4332,849,24.38%
Sign Technician 1,4131,2,3629,4514,885,24.39%
Sign Technician 1,4131,3,3790,4714,924,24.38%
Sign Technician 1,4131,4,3964,4930,966,24.37%
Sign Technician 1,4131,5,4155,5168,1013,24.38%
Sign Technician 1,4131,6,4356,5418,1062,24.38%
Sign Technician 1,4131,7,4555,5666,1111,24.39%
Sign Technician 1,4131,8,4776,5941,1165,24.39%
Sign Technician 1,4131,9,5019,5963,944,18.81%
Sign Technician 1,4131,10,5256,5964,708,13.47%
Social Service Assistant,6609,1,3218,4002,784,24.36%
Social Service Assistant,6609,2,3335,4148,813,24.38%
Social Service Assistant,6609,3,3483,4332,849,24.38%
Social Service Assistant,6609,4,3629,4514,885,24.39%
Social Service Assistant,6609,5,3790,4714,924,24.38%
Social Service Assistant,6609,6,3964,4930,966,24.37%
Social Service Assistant,6609,7,4155,5168,1013,24.38%
Social Service Assistant,6609,8,4356,5418,1062,24.38%
Social Service Assistant,6609,9,4555,5411,856,18.79%
Social Service Assistant,6609,10,4776,5419,643,13.46%
Social Service Specialist 1,6613,1,4555,5666,1111,24.39%
Social Service Specialist 1,6613,2,4776,5941,1165,24.39%
Social Service Specialist 1,6613,3,5019,6243,1224,24.39%
Social Service Specialist 1,6613,4,5256,6538,1282,24.39%
Social Service Specialist 1,6613,5,5503,6845,1342,24.39%
Social Service Specialist 1,6613,6,5771,7178,1407,24.38%
Social Service Specialist 1,6613,7,6051,7527,1476,24.39%
Social Service Specialist 1,6613,8,6350,7898,1548,24.38%
Social Service Specialist 1,6613,9,6664,7917,1253,18.80%
Social Service Specialist 1,6613,10,6982,7922,940,13.46%
Social Services Specialist 2,6613,1,5019,6243,1224,24.39%
Social Services Specialist 2,6613,2,5256,6538,1282,24.39%
Social Services Specialist 2,6613,3,5503,6845,1342,24.39%
Social Services Specialist 2,6613,4,5771,7178,1407,24.38%
Social Services Specialist 2,6613,5,6051,7527,1476,24.39%
Social Services Specialist 2,6613,6,6350,7898,1548,24.38%
Social Services Specialist 2,6613,7,6664,8289,1625,24.38%
Social Services Specialist 2,6613,8,6982,8685,1703,24.39%
Social Services Specialist 2,6613,9,7327,8705,1378,18.81%
Social Services Specialist 2,6613,10,7678,8712,1034,13.47%
State Library Specialist 1,351,1,0,0,0,
State Library Specialist 1,351,2,0,0,0,
State Library Specialist 1,351,3,0,0,0,
State Library Specialist 1,351,4,3005,3738,733,24.39%
State Library Specialist 1,351,5,3095,3849,754,24.36%
State Library Specialist 1,351,6,3218,4002,784,24.36%
State Library Specialist 1,351,7,3335,4148,813,24.38%
State Library Specialist 1,351,8,3483,4332,849,24.38%
State Library Specialist 1,351,9,3629,4311,682,18.79%
State Library Specialist 1,351,10,3790,4300,510,13.46%
State Library Specialist 2,353,1,3335,4148,813,24.38%
State Library Specialist 2,353,2,3483,4332,849,24.38%
State Library Specialist 2,353,3,3629,4514,885,24.39%
State Library Specialist 2,353,4,3790,4714,924,24.38%
State Library Specialist 2,353,5,3964,4930,966,24.37%
State Library Specialist 2,353,6,4155,5168,1013,24.38%
State Library Specialist 2,353,7,4356,5418,1062,24.38%
State Library Specialist 2,353,8,4555,5666,1111,24.39%
State Library Specialist 2,353,9,4776,5674,898,18.80%
State Library Specialist 2,353,10,5019,5695,676,13.47%
State Procurement Analyst,770,1,5771,7178,1407,24.38%
State Procurement Analyst,770,2,6051,7527,1476,24.39%
State Procurement Analyst,770,3,6350,7898,1548,24.38%
State Procurement Analyst,770,4,6664,8289,1625,24.38%
State Procurement Analyst,770,5,6982,8685,1703,24.39%
State Procurement Analyst,770,6,7327,9114,1787,24.39%
State Procurement Analyst,770,7,7678,9550,1872,24.38%
State Procurement Analyst,770,8,8057,10022,1965,24.39%
State Procurement Analyst,770,9,8450,10039,1589,18.80%
State Procurement Analyst,770,10,8870,10065,1195,13.47%
Student Office Worker,100,1,0,4300,4300,
Student Office Worker,100,2,0,4300,4300,
Student Office Worker,100,3,0,4300,4300,
Student Office Worker,100,4,0,4300,4300,
Student Office Worker,100,5,0,4300,4300,
Student Office Worker,100,6,0,4300,4300,
Student Office Worker,100,7,0,4300,4300,
Student Office Worker,100,8,0,4300,4300,
Student Office Worker,100,9,3005,4300,1295,43.09%
Student Office Worker,100,10,3095,4300,1205,38.93%
Supply Specialist 1,758,1,0,0,0,
Supply Specialist 1,758,2,3005,3738,733,24.39%
Supply Specialist 1,758,3,3095,3849,754,24.36%
Supply Specialist 1,758,4,3218,4002,784,24.36%
Supply Specialist 1,758,5,3335,4148,813,24.38%
Supply Specialist 1,758,6,3483,4332,849,24.38%
Supply Specialist 1,758,7,3629,4514,885,24.39%
Supply Specialist 1,758,8,3790,4714,924,24.38%
Supply Specialist 1,758,9,3964,4709,745,18.79%
Supply Specialist 1,758,10,4155,4714,559,13.45%
Supply Specialist 2,759,1,3629,4514,885,24.39%
Supply Specialist 2,759,2,3790,4714,924,24.38%
Supply Specialist 2,759,3,3964,4930,966,24.37%
Supply Specialist 2,759,4,4155,5168,1013,24.38%
Supply Specialist 2,759,5,4356,5418,1062,24.38%
Supply Specialist 2,759,6,4555,5666,1111,24.39%
Supply Specialist 2,759,7,4776,5941,1165,24.39%
Supply Specialist 2,759,8,5019,6243,1224,24.39%
Supply Specialist 2,759,9,5256,6244,988,18.80%
Supply Specialist 2,759,10,5503,6244,741,13.47%
Tax Auditor 1,5631,1,4555,5666,1111,24.39%
Tax Auditor 1,5631,1,4555,5666,1111,24.39%
Tax Auditor 1,5631,2,4776,5941,1165,24.39%
Tax Auditor 1,5631,2,4776,5941,1165,24.39%
Tax Auditor 1,5631,3,5019,6243,1224,24.39%
Tax Auditor 1,5631,3,5019,6243,1224,24.39%
Tax Auditor 1,5631,4,5256,6538,1282,24.39%
Tax Auditor 1,5631,4,5256,6538,1282,24.39%
Tax Auditor 1,5631,5,5503,6845,1342,24.39%
Tax Auditor 1,5631,5,5503,6845,1342,24.39%
Tax Auditor 1,5631,6,5771,7178,1407,24.38%
Tax Auditor 1,5631,6,5771,7178,1407,24.38%
Tax Auditor 1,5631,7,6051,7527,1476,24.39%
Tax Auditor 1,5631,7,6051,7527,1476,24.39%
Tax Auditor 1,5631,8,6350,7898,1548,24.38%
Tax Auditor 1,5631,8,6350,7898,1548,24.38%
Tax Auditor 1,5631,9,6664,7917,1253,18.80%
Tax Auditor 1,5631,9,6664,7917,1253,18.80%
Tax Auditor 1,5631,10,6982,7922,940,13.46%
Tax Auditor 1,5631,10,6982,7922,940,13.46%
Tax Auditor 2,5633,1,5256,6538,1282,24.39%
Tax Auditor 2,5633,1,5256,6538,1282,24.39%
Tax Auditor 2,5633,2,5503,6845,1342,24.39%
Tax Auditor 2,5633,2,5503,6845,1342,24.39%
Tax Auditor 2,5633,3,5771,7178,1407,24.38%
Tax Auditor 2,5633,3,5771,7178,1407,24.38%
Tax Auditor 2,5633,4,6051,7527,1476,24.39%
Tax Auditor 2,5633,4,6051,7527,1476,24.39%
Tax Auditor 2,5633,5,6350,7898,1548,24.38%
Tax Auditor 2,5633,5,6350,7898,1548,24.38%
Tax Auditor 2,5633,6,6664,8289,1625,24.38%
Tax Auditor 2,5633,6,6664,8289,1625,24.38%
Tax Auditor 2,5633,7,6982,8685,1703,24.39%
Tax Auditor 2,5633,7,6982,8685,1703,24.39%
Tax Auditor 2,5633,8,7327,9114,1787,24.39%
Tax Auditor 2,5633,8,7327,9114,1787,24.39%
Tax Auditor 2,5633,9,7678,9122,1444,18.81%
Tax Auditor 2,5633,9,7678,9122,1444,18.81%
Tax Auditor 2,5633,10,8057,9142,1085,13.47%
Tax Auditor 2,5633,10,8057,9142,1085,13.47%
Tax Auditor/Entry,5630,1,3629,4514,885,24.39%
Tax Auditor/Entry,5630,2,3790,4714,924,24.38%
Tax Auditor/Entry,5630,3,3964,4930,966,24.37%
Tax Auditor/Entry,5630,4,4155,5168,1013,24.38%
Tax Auditor/Entry,5630,5,4356,5418,1062,24.38%
