Position,Classification code,Current Step,current_monthly,monthly_pay_at_contract_end,difference in monthly pay,pct_change
Group Life Coordinator 1,6750,9,4155,4936,781,18.80%
Group Life Coordinator 1,6750,10,4356,4943,587,13.48%
Group Life Coordinator 2,6751,1,3483,4536,1053,30.23%
Group Life Coordinator 2,6751,2,3629,4514,885,24.39%
Group Life Coordinator 2,6751,3,3790,4714,924,24.38%
Group Life Coordinator 2,6751,4,3964,4930,966,24.37%
Group Life Coordinator 2,6751,5,4155,5168,1013,24.38%
Group Life Coordinator 2,6751,6,4356,5418,1062,24.38%
Group Life Coordinator 2,6751,7,4555,5666,1111,24.39%
Group Life Coordinator 2,6751,8,4776,5941,1165,24.39%
Group Life Coordinator 2,6751,9,5019,5963,944,18.81%
Group Life Coordinator 2,6751,10,5256,5964,708,13.47%
Hairdresser,9300,1,0,0,0,
Hairdresser,9300,2,0,0,0,
Hairdresser,9300,3,0,0,0,
Hairdresser,9300,4,0,0,0,
Hairdresser,9300,5,3335,4148,813,24.38%
Hairdresser,9300,6,3483,4332,849,24.38%
Hairdresser,9300,7,3629,4514,885,24.39%
Hairdresser,9300,8,3790,4714,924,24.38%
Hairdresser,9300,9,3964,4709,745,18.79%
Hairdresser,9300,10,4155,4714,559,13.45%
Health Care Investigator/Advisor,5911,1,4776,5941,1165,24.39%
Health Care Investigator/Advisor,5911,2,5019,6243,1224,24.39%
Health Care Investigator/Advisor,5911,3,5256,6538,1282,24.39%
Health Care Investigator/Advisor,5911,4,5503,6845,1342,24.39%
Health Care Investigator/Advisor,5911,5,5771,7178,1407,24.38%
Health Care Investigator/Advisor,5911,6,6051,7527,1476,24.39%
Health Care Investigator/Advisor,5911,7,6350,7898,1548,24.38%
Health Care Investigator/Advisor,5911,8,6664,8289,1625,24.38%
Health Care Investigator/Advisor,5911,9,6982,8295,1313,18.81%
Health Care Investigator/Advisor,5911,10,7327,8314,987,13.47%
Health Information Specialist,15,1,3335,4148,813,24.38%
Health Information Specialist,15,2,3483,4332,849,24.38%
Health Information Specialist,15,3,3629,4514,885,24.39%
Health Information Specialist,15,4,3790,4714,924,24.38%
Health Information Specialist,15,5,3964,4930,966,24.37%
Health Information Specialist,15,6,4155,5168,1013,24.38%
Health Information Specialist,15,7,4356,5418,1062,24.38%
Health Information Specialist,15,8,4555,5666,1111,24.39%
Health Information Specialist,15,9,4776,5674,898,18.80%
Health Information Specialist,15,10,5019,5695,676,13.47%
Heavy Equipment Technician 1,4437,1,0,0,0,
Heavy Equipment Technician 1,4437,2,0,0,0,
Heavy Equipment Technician 1,4437,3,0,0,0,
Heavy Equipment Technician 1,4437,4,0,0,0,
Heavy Equipment Technician 1,4437,5,5193,6459,1266,24.38%
Heavy Equipment Technician 1,4437,6,5441,6768,1327,24.39%
Heavy Equipment Technician 1,4437,7,5701,7091,1390,24.38%
Heavy Equipment Technician 1,4437,8,5977,7434,1457,24.38%
Heavy Equipment Technician 1,4437,9,6261,7438,1177,18.80%
Heavy Equipment Technician 1,4437,10,6558,7441,883,13.46%
Heavy Equipment Technician 2,4438,1,0,0,0,
Heavy Equipment Technician 2,4438,2,0,0,0,
Heavy Equipment Technician 2,4438,3,0,0,0,
Heavy Equipment Technician 2,4438,4,0,0,0,
Heavy Equipment Technician 2,4438,5,5771,7178,1407,24.38%
Heavy Equipment Technician 2,4438,6,6051,7527,1476,24.39%
Heavy Equipment Technician 2,4438,7,6350,7898,1548,24.38%
Heavy Equipment Technician 2,4438,8,6664,8289,1625,24.38%
Heavy Equipment Technician 2,4438,9,6982,8295,1313,18.81%
Heavy Equipment Technician 2,4438,10,7317,8303,986,13.48%
Human Services Assistant 2,6606,1,3095,3849,754,24.36%
Human Services Assistant 2,6606,2,3218,4002,784,24.36%
Human Services Assistant 2,6606,3,3335,4148,813,24.38%
Human Services Assistant 2,6606,4,3483,4332,849,24.38%
Human Services Assistant 2,6606,5,3629,4514,885,24.39%
Human Services Assistant 2,6606,6,3790,4714,924,24.38%
Human Services Assistant 2,6606,7,3964,4930,966,24.37%
Human Services Assistant 2,6606,8,4155,5168,1013,24.38%
Human Services Assistant 2,6606,9,4356,5175,819,18.80%
Human Services Assistant 2,6606,10,4555,5168,613,13.46%
Human Services Case Manager,6630,1,3790,4714,924,24.38%
Human Services Case Manager,6630,2,3964,4930,966,24.37%
Human Services Case Manager,6630,3,4155,5168,1013,24.38%
Human Services Case Manager,6630,4,4356,5418,1062,24.38%
Human Services Case Manager,6630,5,4555,5666,1111,24.39%
Human Services Case Manager,6630,6,4776,5941,1165,24.39%
Human Services Case Manager,6630,7,5019,6243,1224,24.39%
Human Services Case Manager,6630,8,5256,6538,1282,24.39%
Human Services Case Manager,6630,9,5503,6538,1035,18.81%
Human Services Case Manager,6630,10,5771,6548,777,13.46%
Human Services Specialist 1,6657,1,3005,3738,733,24.39%
Human Services Specialist 1,6657,2,3095,3849,754,24.36%
Human Services Specialist 1,6657,3,3218,4002,784,24.36%
Human Services Specialist 1,6657,4,3335,4148,813,24.38%
Human Services Specialist 1,6657,5,3483,4332,849,24.38%
Human Services Specialist 1,6657,6,3629,4514,885,24.39%
Human Services Specialist 1,6657,7,3790,4714,924,24.38%
Human Services Specialist 1,6657,8,3964,4930,966,24.37%
Human Services Specialist 1,6657,9,4155,4936,781,18.80%
Human Services Specialist 1,6657,10,4356,4943,587,13.48%
Human Services Specialist 2,6658,1,3218,4002,784,24.36%
Human Services Specialist 2,6658,2,3335,4148,813,24.38%
Human Services Specialist 2,6658,3,3483,4332,849,24.38%
Human Services Specialist 2,6658,4,3629,4514,885,24.39%
Human Services Specialist 2,6658,5,3790,4714,924,24.38%
Human Services Specialist 2,6658,6,3964,4930,966,24.37%
Human Services Specialist 2,6658,7,4155,5168,1013,24.38%
Human Services Specialist 2,6658,8,4356,5418,1062,24.38%
Human Services Specialist 2,6658,9,4555,5411,856,18.79%
Human Services Specialist 2,6658,10,4776,5419,643,13.46%
Human Services Specialist 3,6659,1,3483,4332,849,24.38%
Human Services Specialist 3,6659,2,3629,4514,885,24.39%
Human Services Specialist 3,6659,3,3790,4714,924,24.38%
Human Services Specialist 3,6659,4,3964,4930,966,24.37%
Human Services Specialist 3,6659,5,4155,5168,1013,24.38%
Human Services Specialist 3,6659,6,4356,5418,1062,24.38%
Human Services Specialist 3,6659,7,4555,5666,1111,24.39%
Human Services Specialist 3,6659,8,4776,5941,1165,24.39%
Human Services Specialist 3,6659,9,5019,5963,944,18.81%
Human Services Specialist 3,6659,10,5256,5964,708,13.47%
Human Services Specialist 4,6660,1,3964,4930,966,24.37%
Human Services Specialist 4,6660,2,4155,5168,1013,24.38%
Human Services Specialist 4,6660,3,4356,5418,1062,24.38%
Human Services Specialist 4,6660,4,4555,5666,1111,24.39%
Human Services Specialist 4,6660,5,4776,5941,1165,24.39%
Human Services Specialist 4,6660,6,5019,6243,1224,24.39%
Human Services Specialist 4,6660,7,5256,6538,1282,24.39%
Human Services Specialist 4,6660,8,5503,6845,1342,24.39%
Human Services Specialist 4,6660,9,5771,6856,1085,18.80%
Human Services Specialist 4,6660,10,6051,6866,815,13.47%
Incident Response Operations Specialist,4165,1,3629,4514,885,24.39%
Incident Response Operations Specialist,4165,2,3790,4714,924,24.38%
Incident Response Operations Specialist,4165,3,3964,4930,966,24.37%
Incident Response Operations Specialist,4165,4,4155,5168,1013,24.38%
Incident Response Operations Specialist,4165,5,4356,5418,1062,24.38%
Incident Response Operations Specialist,4165,6,4555,5666,1111,24.39%
Incident Response Operations Specialist,4165,7,4776,5941,1165,24.39%
Incident Response Operations Specialist,4165,8,5019,6243,1224,24.39%
Incident Response Operations Specialist,4165,9,5256,6244,988,18.80%
Incident Response Operations Specialist,4165,10,5503,6244,741,13.47%
Industrial Hygienist 2,5706,1,5019,6243,1224,24.39%
Industrial Hygienist 2,5706,2,5256,6538,1282,24.39%
Industrial Hygienist 2,5706,3,5503,6845,1342,24.39%
Industrial Hygienist 2,5706,4,5771,7178,1407,24.38%
Industrial Hygienist 2,5706,5,6051,7527,1476,24.39%
Industrial Hygienist 2,5706,6,6350,7898,1548,24.38%
Industrial Hygienist 2,5706,7,6664,8289,1625,24.38%
Industrial Hygienist 2,5706,8,6982,8685,1703,24.39%
Industrial Hygienist 2,5706,9,7327,8705,1378,18.81%
Industrial Hygienist 2,5706,10,7678,8712,1034,13.47%
Industrial Hygienist 3,5707,1,5503,6845,1342,24.39%
Industrial Hygienist 3,5707,2,5771,7178,1407,24.38%
Industrial Hygienist 3,5707,3,6051,7527,1476,24.39%
Industrial Hygienist 3,5707,4,6350,7898,1548,24.38%
Industrial Hygienist 3,5707,5,6664,8289,1625,24.38%
Industrial Hygienist 3,5707,6,6982,8685,1703,24.39%
Industrial Hygienist 3,5707,7,7327,9114,1787,24.39%
Industrial Hygienist 3,5707,8,7678,9550,1872,24.38%
Industrial Hygienist 3,5707,9,8057,9572,1515,18.80%
Industrial Hygienist 3,5707,10,8450,9588,1138,13.47%
Industrial Hygienist 4,5708,1,6051,7527,1476,24.39%
Industrial Hygienist 4,5708,2,6350,7898,1548,24.38%
Industrial Hygienist 4,5708,3,6664,8289,1625,24.38%
Industrial Hygienist 4,5708,4,6982,8685,1703,24.39%
Industrial Hygienist 4,5708,5,7327,9114,1787,24.39%
Industrial Hygienist 4,5708,6,7678,9550,1872,24.38%
Industrial Hygienist 4,5708,7,8057,10022,1965,24.39%
Industrial Hygienist 4,5708,8,8450,10511,2061,24.39%
Industrial Hygienist 4,5708,9,8870,10538,1668,18.80%
Industrial Hygienist 4,5708,10,9293,10545,1252,13.47%
Information Systems Specialist 2,1483,1,3790,4714,924,24.38%
Information Systems Specialist 2,1483,2,3964,4930,966,24.37%
Information Systems Specialist 2,1483,3,4155,5168,1013,24.38%
Information Systems Specialist 2,1483,4,4356,5418,1062,24.38%
Information Systems Specialist 2,1483,5,4555,5666,1111,24.39%
Information Systems Specialist 2,1483,6,4776,5941,1165,24.39%
Information Systems Specialist 2,1483,7,5019,6243,1224,24.39%
Information Systems Specialist 2,1483,8,5256,6538,1282,24.39%
Information Systems Specialist 2,1483,9,5503,6538,1035,18.81%
Information Systems Specialist 2,1483,10,5771,6548,777,13.46%
Information Systems Specialist 3,1483,1,4356,5418,1062,24.38%
Information Systems Specialist 3,1483,2,4555,5666,1111,24.39%
Information Systems Specialist 3,1483,3,4776,5941,1165,24.39%
Information Systems Specialist 3,1483,4,5019,6243,1224,24.39%
Information Systems Specialist 3,1483,5,5256,6538,1282,24.39%
Information Systems Specialist 3,1483,6,5503,6845,1342,24.39%
Information Systems Specialist 3,1483,7,5771,7178,1407,24.38%
Information Systems Specialist 3,1483,8,6051,7527,1476,24.39%
Information Systems Specialist 3,1483,9,6350,7544,1194,18.80%
Information Systems Specialist 3,1483,10,6664,7562,898,13.48%
Information Systems Specialist 4,1484,1,4555,5666,1111,24.39%
Information Systems Specialist 4,1484,2,4776,5941,1165,24.39%
Information Systems Specialist 4,1484,3,5019,6243,1224,24.39%
Information Systems Specialist 4,1484,4,5256,6538,1282,24.39%
Information Systems Specialist 4,1484,5,5503,6845,1342,24.39%
Information Systems Specialist 4,1484,6,5771,7178,1407,24.38%
Information Systems Specialist 4,1484,7,6051,7527,1476,24.39%
Information Systems Specialist 4,1484,8,6350,7898,1548,24.38%
Information Systems Specialist 4,1484,9,6664,7917,1253,18.80%
Information Systems Specialist 4,1484,10,6982,7922,940,13.46%
Information Systems Specialist 5,1485,1,5256,6538,1282,24.39%
Information Systems Specialist 5,1485,1,5256,6538,1282,24.39%
Information Systems Specialist 5,1485,2,5503,6845,1342,24.39%
Information Systems Specialist 5,1485,2,5503,6845,1342,24.39%
Information Systems Specialist 5,1485,3,5771,7178,1407,24.38%
Information Systems Specialist 5,1485,3,5771,7178,1407,24.38%
Information Systems Specialist 5,1485,4,6051,7527,1476,24.39%
Information Systems Specialist 5,1485,4,6051,7527,1476,24.39%
Information Systems Specialist 5,1485,5,6350,7898,1548,24.38%
Information Systems Specialist 5,1485,5,6350,7898,1548,24.38%
Information Systems Specialist 5,1485,6,6664,8289,1625,24.38%
Information Systems Specialist 5,1485,6,6664,8289,1625,24.38%
Information Systems Specialist 5,1485,7,6982,8685,1703,24.39%
Information Systems Specialist 5,1485,7,6982,8685,1703,24.39%
Information Systems Specialist 5,1485,8,7327,9114,1787,24.39%
Information Systems Specialist 5,1485,8,7327,9114,1787,24.39%
Information Systems Specialist 5,1485,9,7678,9122,1444,18.81%
Information Systems Specialist 5,1485,9,7678,9122,1444,18.81%
Information Systems Specialist 5,1485,10,8057,9142,1085,13.47%
Information Systems Specialist 5,1485,10,8057,9142,1085,13.47%
Information Systems Specialist 6,1486,1,5503,6845,1342,24.39%
Information Systems Specialist 6,1486,1,5503,6845,1342,24.39%
Information Systems Specialist 6,1486,2,5771,7178,1407,24.38%
Information Systems Specialist 6,1486,2,5771,7178,1407,24.38%
Information Systems Specialist 6,1486,3,6051,7527,1476,24.39%
Information Systems Specialist 6,1486,3,6051,7527,1476,24.39%
Information Systems Specialist 6,1486,4,6350,7898,1548,24.38%
Information Systems Specialist 6,1486,4,6350,7898,1548,24.38%
Information Systems Specialist 6,1486,5,6664,8289,1625,24.38%
Information Systems Specialist 6,1486,5,6664,8289,1625,24.38%
Information Systems Specialist 6,1486,6,6982,8685,1703,24.39%
Information Systems Specialist 6,1486,6,6982,8685,1703,24.39%
Information Systems Specialist 6,1486,7,7327,9114,1787,24.39%
Information Systems Specialist 6,1486,7,7327,9114,1787,24.39%
Information Systems Specialist 6,1486,8,7678,9550,1872,24.38%
Information Systems Specialist 6,1486,8,7678,9550,1872,24.38%
Information Systems Specialist 6,1486,9,8057,9572,1515,18.80%
Information Systems Specialist 6,1486,9,8057,9572,1515,18.80%
Information Systems Specialist 6,1486,10,8450,9588,1138,13.47%
Information Systems Specialist 6,1486,10,8450,9588,1138,13.47%
Information Systems Specialist 7,1487,1,5503,6845,1342,24.39%
Information Systems Specialist 7,1487,1,6051,7527,1476,24.39%
Information Systems Specialist 7,1487,2,5771,7178,1407,24.38%
Information Systems Specialist 7,1487,2,6350,7898,1548,24.38%
Information Systems Specialist 7,1487,3,6051,7527,1476,24.39%
Information Systems Specialist 7,1487,3,6664,8289,1625,24.38%
Information Systems Specialist 7,1487,4,6350,7898,1548,24.38%
Information Systems Specialist 7,1487,4,6982,8685,1703,24.39%
Information Systems Specialist 7,1487,5,6664,8289,1625,24.38%
Information Systems Specialist 7,1487,5,7327,9114,1787,24.39%
Information Systems Specialist 7,1487,6,6982,8685,1703,24.39%
Information Systems Specialist 7,1487,6,7678,9550,1872,24.38%
Information Systems Specialist 7,1487,7,7327,9114,1787,24.39%
Information Systems Specialist 7,1487,7,8057,10022,1965,24.39%
Information Systems Specialist 7,1487,8,7678,9550,1872,24.38%
Information Systems Specialist 7,1487,8,8450,10511,2061,24.39%
Information Systems Specialist 7,1487,9,8057,9572,1515,18.80%
Information Systems Specialist 7,1487,9,8870,10538,1668,18.80%
Information Systems Specialist 7,1487,10,8450,9588,1138,13.47%
Information Systems Specialist 7,1487,10,9293,10545,1252,13.47%
Information Systems Specialist 8,1488,1,6051,7527,1476,24.39%
Information Systems Specialist 8,1488,2,6350,7898,1548,24.38%
Information Systems Specialist 8,1488,3,6664,8289,1625,24.38%
Information Systems Specialist 8,1488,4,6982,8685,1703,24.39%
Information Systems Specialist 8,1488,5,7327,9114,1787,24.39%
Information Systems Specialist 8,1488,6,7678,9550,1872,24.38%
Information Systems Specialist 8,1488,7,8057,10022,1965,24.39%
Information Systems Specialist 8,1488,8,8450,10511,2061,24.39%
Information Systems Specialist 8,1488,9,8870,10538,1668,18.80%
Information Systems Specialist 8,1488,10,9293,10545,1252,13.47%
Institution Registered Nurse,6314,1,6756,8404,1648,24.39%
Institution Registered Nurse,6314,2,7074,8799,1725,24.39%
Institution Registered Nurse,6314,3,7410,9217,1807,24.39%
Institution Registered Nurse,6314,4,7764,9657,1893,24.38%
Institution Registered Nurse,6314,5,8130,10113,1983,24.39%
Institution Registered Nurse,6314,6,8519,10597,2078,24.39%
Institution Registered Nurse,6314,7,8964,11150,2186,24.39%
Institution Registered Nurse,6314,8,9345,11624,2279,24.39%
Institution Registered Nurse,6314,9,9789,11630,1841,18.81%
Institution Registered Nurse,6314,10,10254,11635,1381,13.47%
Insurance Examiner,5748,1,5771,7178,1407,24.38%
Insurance Examiner,5748,1,5771,7178,1407,24.38%
Insurance Examiner,5748,2,6051,7527,1476,24.39%
Insurance Examiner,5748,2,6051,7527,1476,24.39%
Insurance Examiner,5748,3,6350,7898,1548,24.38%
Insurance Examiner,5748,3,6350,7898,1548,24.38%
Insurance Examiner,5748,4,6664,8289,1625,24.38%
Insurance Examiner,5748,4,6664,8289,1625,24.38%
Insurance Examiner,5748,5,6982,8685,1703,24.39%
Insurance Examiner,5748,5,6982,8685,1703,24.39%
Insurance Examiner,5748,6,7327,9114,1787,24.39%
Insurance Examiner,5748,6,7327,9114,1787,24.39%
Insurance Examiner,5748,7,7678,9550,1872,24.38%
Insurance Examiner,5748,7,7678,9550,1872,24.38%
Insurance Examiner,5748,8,8057,10022,1965,24.39%
Insurance Examiner,5748,8,8057,10022,1965,24.39%
Insurance Examiner,5748,9,8450,10039,1589,18.80%
Insurance Examiner,5748,9,8450,10039,1589,18.80%
Insurance Examiner,5748,10,8870,10065,1195,13.47%
Insurance Examiner,5748,10,8870,10065,1195,13.47%
Insurance Examiner Entry,5747,1,4776,5941,1165,24.39%
Insurance Examiner Entry,5747,2,5019,6243,1224,24.39%
Insurance Examiner Entry,5747,3,5256,6538,1282,24.39%
Insurance Examiner Entry,5747,4,5503,6845,1342,24.39%
Insurance Examiner Entry,5747,5,5771,7178,1407,24.38%
Insurance Examiner Entry,5747,6,6051,7527,1476,24.39%
Insurance Examiner Entry,5747,7,6350,7898,1548,24.38%
Insurance Examiner Entry,5747,8,6664,8289,1625,24.38%
Insurance Examiner Entry,5747,9,6982,8295,1313,18.81%
Insurance Examiner Entry,5747,10,7327,8314,987,13.47%
Investigator 1,5331,1,3483,4332,849,24.38%
Investigator 1,5331,2,3629,4514,885,24.39%
Investigator 1,5331,3,3790,4714,924,24.38%
Investigator 1,5331,4,3964,4930,966,24.37%
Investigator 1,5331,5,4155,5168,1013,24.38%
Investigator 1,5331,6,4356,5418,1062,24.38%
Investigator 1,5331,7,4555,5666,1111,24.39%
Investigator 1,5331,8,4776,5941,1165,24.39%
Investigator 1,5331,9,5019,5963,944,18.81%
Investigator 1,5331,10,5256,5964,708,13.47%
Investigator 2,5333,1,4155,5168,1013,24.38%
Investigator 2,5333,2,4356,5418,1062,24.38%
Investigator 2,5333,3,4555,5666,1111,24.39%
Investigator 2,5333,4,4776,5941,1165,24.39%
Investigator 2,5333,5,5019,6243,1224,24.39%
Investigator 2,5333,6,5256,6538,1282,24.39%
Investigator 2,5333,7,5503,6845,1342,24.39%
Investigator 2,5333,8,5771,7178,1407,24.38%
Investigator 2,5333,9,6051,7189,1138,18.81%
Investigator 2,5333,10,6350,7205,855,13.46%
Investigator 3,5333,1,4776,5941,1165,24.39%
Investigator 3,5333,2,5019,6243,1224,24.39%
Investigator 3,5333,3,5256,6538,1282,24.39%
Investigator 3,5333,4,5503,6845,1342,24.39%
Investigator 3,5333,5,5771,7178,1407,24.38%
Investigator 3,5333,6,6051,7527,1476,24.39%
Investigator 3,5333,7,6350,7898,1548,24.38%
Investigator 3,5333,8,6664,8289,1625,24.38%
Investigator 3,5333,9,6982,8295,1313,18.81%
Investigator 3,5333,10,7327,8314,987,13.47%
Investment Analyst 1,1333,1,5019,6243,1224,24.39%
Investment Analyst 1,1333,2,5256,6538,1282,24.39%
Investment Analyst 1,1333,3,5503,6845,1342,24.39%
Investment Analyst 1,1333,4,5771,7178,1407,24.38%
Investment Analyst 1,1333,5,6051,7527,1476,24.39%
Investment Analyst 1,1333,6,6350,7898,1548,24.38%
Investment Analyst 1,1333,7,6664,8289,1625,24.38%
Investment Analyst 1,1333,8,6982,8685,1703,24.39%
Investment Analyst 1,1333,9,7327,8705,1378,18.81%
Investment Analyst 1,1333,10,7678,8712,1034,13.47%
Investment Analyst 2,1333,1,5771,7178,1407,24.38%
Investment Analyst 2,1333,2,6051,7527,1476,24.39%
Investment Analyst 2,1333,3,6350,7898,1548,24.38%
Investment Analyst 2,1333,4,6664,8289,1625,24.38%
Investment Analyst 2,1333,5,6982,8685,1703,24.39%
Investment Analyst 2,1333,6,7327,9114,1787,24.39%
Investment Analyst 2,1333,7,7678,9550,1872,24.38%
Investment Analyst 2,1333,8,8057,10022,1965,24.39%
Investment Analyst 2,1333,9,8450,10039,1589,18.80%
